Order Date,Region,Category,Sub-Category,Product Name,Sales,Profit,Quantity,Inventory_Days,Profit_Margin
2015-08-21,West,Office Supplies,Paper,Xerox 191,59.94,28.1718,3,18.26826826826827,0.47000000000000003
2015-08-21,West,Office Supplies,Paper,Xerox 1974,23.92,11.7208,4,61.03678929765886,0.49
2015-08-21,West,Office Supplies,Paper,Xerox 1927,4.28,1.926,1,85.2803738317757,0.44999999999999996
2015-10-03,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,-22.449,5,56.90676644839414,-0.7000000000000001
2015-10-03,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,-2.7,2,30.416666666666664,-0.1125
2015-10-03,East,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49,-15.6156,1,10.28458720766413,-0.44
2015-10-03,East,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984,0.5998,2,15.213404468156051,0.012499999999999999
2015-05-23,South,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,87.7443,3,5.865338261288767,0.47
2017-03-17,West,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,5.8914,2,41.819431714023835,0.3375
2015-12-12,West,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.928,34.8928,2,2.092122157006603,0.1
2015-06-26,South,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,69.1008,4,10.141706029452626,0.48000000000000004
2015-06-26,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,4.1634,1,23.670557717250325,0.27
2015-06-26,South,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,21.0896,8,67.84386617100373,0.49000000000000005
2015-06-26,South,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,79.9056,3,3.2888808794377367,0.24000000000000002
2016-05-20,South,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,85.2475,5,1.3380157775887855,0.0625
2014-09-20,West,Office Supplies,Labels,Avery 499,9.96,4.5816,2,73.29317269076304,0.45999999999999996
2014-09-20,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,10.6428,4,67.21915285451198,0.49
2017-09-21,Central,Office Supplies,Binders,Avery Durable Binders,20.16,9.8784,7,126.7361111111111,0.48999999999999994
2015-12-24,East,Office Supplies,Paper,Xerox 1887,132.79,63.7392,7,19.240906694781234,0.48
2015-12-24,East,Office Supplies,Paper,Xerox 1967,12.96,6.2208,2,56.32716049382716,0.4799999999999999
2015-12-24,East,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,10.3488,7,118.5064935064935,0.48000000000000004
2015-11-27,West,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,17.745,5,6.427867004790081,0.0625
2017-02-20,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,7.3359,1,16.419253261358524,0.32999999999999996
2017-02-20,West,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968,18.8972,2,3.3801303896873613,0.08750000000000001
2016-08-18,East,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,99.4896,9,9.245187436676797,0.27999999999999997
2016-03-12,South,Office Supplies,Paper,Xerox 218,12.96,6.2208,2,56.32716049382716,0.4799999999999999
2017-04-22,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,6.2152,2,39.93435448577681,0.33999999999999997
2014-11-01,West,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176,4.3176,3,25.361311839911064,0.09999999999999999
2014-11-01,West,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.968,247.996,4,0.7358989661123566,0.125
2015-02-03,Central,Furniture,Furnishings,Coloredge Poster Frame,28.4,11.076,2,25.704225352112676,0.39
2015-02-03,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,50.9898,3,7.301460292058412,0.34
2014-10-13,West,Office Supplies,Art,Newell 32,11.52,3.2256,4,126.7361111111111,0.28
2014-10-13,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,311.652,5,1.4054137306996264,0.24
2014-10-13,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,62.0368,4,6.824981301421093,0.29000000000000004
2014-10-13,West,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2.578,2,28.316524437548484,0.09999999999999999
2017-05-14,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,6.2152,2,39.93435448577681,0.33999999999999997
2017-05-14,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,601.9699,7,1.825091254562728,0.43
2015-03-20,Central,Office Supplies,Paper,Xerox 205,51.84,24.8832,8,56.32716049382716,0.4799999999999999
2016-09-15,East,Office Supplies,Paper,Xerox 1968,5.344,1.8704,1,68.30089820359281,0.35
2014-06-28,East,Office Supplies,Paper,Xerox 1995,41.472,14.5152,8,70.40895061728395,0.35
2014-06-28,East,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168,-2.4288,3,345.6439393939394,-0.7666666666666666
2014-06-28,East,Furniture,Chairs,Global Leather Executive Chair,1228.465,0.0,5,1.4855938101614616,0.0
2014-06-28,East,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086,-22.7964,3,35.2248600656244,-0.7333333333333333
2014-06-28,East,Office Supplies,Paper,Xerox 1941,335.52,117.432,4,4.351454458750596,0.35000000000000003
2017-06-20,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,71.991,3,4.5630703837979745,0.3
2017-06-20,East,Office Supplies,Labels,Avery 508,9.82,4.8118,2,74.33808553971487,0.49
2014-05-09,West,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4.068,4,21.533923303834808,0.06
2014-05-09,West,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,40.3128,3,6.51902125379532,0.24000000000000002
2017-08-21,Central,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,16.8,7,73.0,0.48000000000000004
2017-08-21,Central,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,10.7996,4,39.20515574650913,0.29
2017-08-21,Central,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,7.4872,2,47.774869109947645,0.49
2017-06-16,South,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,90.588,2,2.417538746853888,0.3
2017-06-16,South,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.5848,3,6.061109266024577,0.28
2017-06-16,South,Technology,Phones,Pyle PMP37LED,191.98,51.8346,2,3.802479424940098,0.27
2017-06-16,South,Technology,Phones,Clarity 53712,65.99,17.1574,1,5.531141081982119,0.26
2016-07-23,South,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2.6412,2,20.729213993639252,0.075
2016-07-23,South,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,6.5164,2,30.80688723835246,0.27499999999999997
2016-07-23,South,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,-111.4995,1,1.374894057820887,-0.41999999999999993
2014-09-08,Central,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,-79.3352,4,28.524538918412006,-1.55
2017-11-04,South,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",9.664,3.2616,2,75.53807947019868,0.3375
2016-03-07,Central,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,1.5804,3,51.964692482915716,0.07500000000000001
2015-11-20,East,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,16.3215,3,18.11414392059553,0.27
2015-11-20,East,Office Supplies,Art,Newell 335,11.52,3.3408,4,126.7361111111111,0.29000000000000004
2015-11-20,East,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,9.3024,4,7.847437220502235,0.05
2016-11-07,West,Office Supplies,Binders,Fellowes Binding Cases,37.44,11.7,4,38.9957264957265,0.3125
2016-11-07,West,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,8.7672,4,54.12218268090154,0.32500000000000007
2016-11-07,West,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,3.2944,2,64.2605633802817,0.29000000000000004
2016-11-07,West,Office Supplies,Labels,Avery 486,14.62,6.8714,2,49.93160054719562,0.47000000000000003
2015-10-13,South,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,23.4416,7,30.51839464882943,0.28
2015-10-13,South,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,77.7438,3,3.8028755990831424,0.26999999999999996
2017-01-01,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,8.5568,4,29.859293193717274,0.17500000000000002
2014-02-07,East,Technology,Accessories,Maxell DVD-RAM Discs,115.36,49.6048,7,22.148058252427184,0.43
2016-06-20,West,Office Supplies,Art,DIXON Oriole Pencils,5.16,1.3416,2,141.47286821705424,0.25999999999999995
2016-06-20,West,Office Supplies,Paper,Xerox 202,38.88,18.6624,6,56.32716049382716,0.48000000000000004
2016-05-28,South,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,50.1876,6,11.781794706262104,0.27
2016-02-19,East,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,14.6718,2,16.419253261358524,0.32999999999999996
2016-02-19,East,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,9.7176,3,4.507285749567795,0.039999999999999994
2014-08-03,East,Office Supplies,Paper,Xerox 1884,39.96,18.7812,2,18.268268268268265,0.47
2014-08-03,East,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,26.598,10,35.67937438905181,0.26
2014-08-03,East,Office Supplies,Storage,Staple magnet,21.36,5.7672,2,34.17602996254682,0.27
2017-04-10,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,3.5767,1,47.96320630749015,0.47000000000000003
2017-04-10,East,Office Supplies,Fasteners,OIC Binder Clips,7.16,3.58,2,101.95530726256983,0.5
2014-06-09,West,Office Supplies,Supplies,Staple remover,7.36,0.1472,2,99.18478260869564,0.02
2014-06-09,West,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,10.626,2,31.6017316017316,0.45999999999999996
2016-01-05,South,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,40.6878,6,11.43770368513412,0.2125
2016-01-05,South,Office Supplies,Art,Newell 337,5.248,0.5904,2,139.10060975609755,0.1125
2016-01-05,South,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,5.1786,2,12.33441470667748,0.08750000000000001
2014-01-10,South,Office Supplies,Labels,Avery 482,2.89,1.3583,1,126.29757785467127,0.47000000000000003
2014-01-10,South,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,21.2954,1,7.027339237581826,0.41000000000000003
2016-09-29,East,Office Supplies,Labels,Avery 483,15.936,5.1792,4,91.61646586345383,0.325
2014-04-06,East,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,-35.928,6,48.76419505678023,-0.8
2016-09-03,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,-760.98,5,1.5988155623888494,-0.6666666666666666
2016-09-03,East,Technology,Phones,Cisco SPA301,280.782,-46.797,3,3.899822638203304,-0.16666666666666666
2015-10-19,East,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,17.22,3,31.794425087108017,0.5
2014-12-10,East,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,5.2256,2,64.2605633802817,0.46
2014-12-10,East,Office Supplies,Binders,Poly Designer Cover & Back,106.344,37.2204,7,24.025803054239077,0.35
2017-08-25,South,Office Supplies,Paper,Xerox 1910,192.16,67.256,5,9.49729392173189,0.35000000000000003
2016-01-17,East,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,64.518,3,3.394401562354692,0.2
2016-01-17,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,13.1956,1,12.170723574524843,0.44000000000000006
2016-01-17,East,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,66.9546,3,2.9437857891765464,0.18
2014-09-17,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,-4.1244,4,247.7936184657162,-0.6999999999999998
2017-11-30,East,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472,23.1093,3,15.9919383105503,0.3375
2017-11-30,East,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,262.39,5,1.4683401721779705,0.21111111111111108
2015-10-09,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,8.3268,2,23.670557717250325,0.27
2017-12-23,West,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,5.9312,4,108.30860534124628,0.43999999999999995
2016-10-22,Central,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,10.048,5,58.121019108280265,0.32
2014-04-29,East,Furniture,Furnishings,Dax Clear Box Frame,17.46,5.9364,2,41.809851088201604,0.33999999999999997
2015-04-25,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,4.5318,3,78.52839931153183,0.32499999999999996
2017-06-26,West,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,1.6752,12,52.29226361031518,0.02
2017-10-14,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,18.4534,7,67.84386617100373,0.49
2014-12-09,West,Office Supplies,Paper,Xerox 1987,34.68,16.9932,6,63.148788927335644,0.49000000000000005
2017-06-20,East,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,14.995,5,12.170723574524843,0.1
2017-06-20,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,18.6006,3,21.3400374181478,0.36250000000000004
2017-06-26,Central,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,2.043,1,80.39647577092511,0.45
2017-06-26,Central,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,5.4128,4,91.70854271356784,0.33999999999999997
2017-06-26,Central,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,135.98,8,5.368436534784528,0.25
2016-11-10,West,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,42.0714,7,16.397124887690925,0.27
2016-11-10,West,Office Supplies,Binders,Binding Machine Supplies,70.008,24.5028,3,15.641069592046623,0.35000000000000003
2016-10-03,Central,Office Supplies,Envelopes,Staple envelope,15.648,5.0856,2,46.651329243353786,0.325
2014-09-09,Central,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,51.8,7,24.662162162162165,0.5
2017-10-29,East,Office Supplies,Paper,Things To Do Today Pad,46.96,22.5408,8,62.18057921635434,0.48
2016-04-10,East,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,-6.5296,2,81.98562443845462,-0.7333333333333334
2017-11-11,Central,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,3.393,5,174.80842911877397,0.325
2017-11-11,Central,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,-32.088,4,79.62478184991275,-1.7500000000000002
2017-09-15,Central,Technology,Phones,Avaya 5420 Digital phone,323.976,20.2485,3,3.3798799911104522,0.0625
2016-04-08,West,Office Supplies,Paper,Xerox 1923,20.04,9.6192,3,54.640718562874255,0.48
2016-04-08,West,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2.5984,2,11.237684729064041,0.04
2016-04-08,West,Office Supplies,Paper,Xerox 1931,12.96,6.2208,2,56.32716049382716,0.4799999999999999
2017-12-30,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,12.1176,4,4.518221429986135,0.0375
2017-12-30,East,Technology,Phones,Gear Head AU3700S Headset,90.93,2.7279,7,28.09853733641262,0.03
2017-12-30,East,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776,19.791,3,20.74806730331969,0.375
2017-09-02,Central,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,323.946,4,1.2168694782463745,0.27
2017-09-02,Central,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78,829.3754,7,1.324671554039341,0.43
2017-09-02,Central,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,81.0474,2,2.07162722061411,0.22999999999999998
2015-05-31,East,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,9.102,6,98.64864864864866,0.41000000000000003
2017-11-27,Central,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,19.2454,1,7.7758841073711125,0.41000000000000003
2017-11-27,Central,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,56.0547,9,22.855353788353163,0.39
2014-06-15,Central,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,-18.5562,2,7.30599091254829,-0.18571428571428572
2014-06-15,Central,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,-56.996,4,1.8297023350009527,-0.07142857142857144
2014-06-15,Central,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,-14.5656,3,127.80112044817929,-1.7
2016-03-05,Central,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,50.4063,3,7.3316728266109585,0.3375
2016-03-05,Central,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,-0.812,1,28.094211822660096,-0.0625
2014-12-05,South,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,6.8768,2,29.723127035830622,0.28
2015-04-11,East,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,34.9074,3,12.861169837914023,0.41000000000000003
2015-04-11,East,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,10.5552,1,16.598453842655754,0.48
2015-04-11,East,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,113.848,5,4.488440727988194,0.27999999999999997
2016-09-15,East,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,294.5488,2,0.8674284193315335,0.35000000000000003
2014-09-13,East,Office Supplies,Paper,Xerox 1985,15.552,5.4432,3,70.40895061728395,0.35000000000000003
2014-09-13,East,Technology,Accessories,Hypercom P1300 Pinpad,252.0,53.55,5,7.242063492063492,0.2125
2015-10-05,South,Office Supplies,Art,Newell 324,46.2,12.936,4,31.6017316017316,0.27999999999999997
2015-10-05,South,Office Supplies,Appliances,Holmes Odor Grabber,28.84,9.5172,2,25.312066574202497,0.33
2017-04-14,East,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,2.5536,3,75.04111842105263,0.175
2017-04-14,East,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,21.3408,3,12.18616452991453,0.23750000000000004
2017-04-14,East,Office Supplies,Paper,Xerox 196,13.872,5.0286,3,78.93598615916956,0.3625
2017-09-02,East,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,4.1148,3,89.81299212598425,0.33749999999999997
2016-06-20,East,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,15.2064,8,64.80823863636364,0.3375
2016-06-20,East,Office Supplies,Binders,JM Magazine Binder,29.718,-21.7932,6,73.69271148798708,-0.7333333333333333
2016-06-20,East,Office Supplies,Paper,Xerox 202,15.552,5.4432,3,70.40895061728395,0.35000000000000003
2016-06-20,East,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,33.5772,2,1.6305707444337227,0.075
2017-11-05,West,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,54.3966,1,2.28139258703669,0.33999999999999997
2015-12-13,West,Office Supplies,Paper,Xerox 213,12.96,6.2208,2,56.32716049382716,0.4799999999999999
2015-12-13,West,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,34.9648,4,10.856632956573469,0.26
2016-06-19,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,8.0464,2,42.64018691588785,0.47
2016-12-13,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2.2098,2,119.750656167979,0.3625
2016-12-13,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,41.7852,4,1.310272536687631,0.037500000000000006
2015-05-29,West,Office Supplies,Paper,Xerox 1894,32.4,15.552,5,56.327160493827165,0.48
2015-05-29,West,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,140.5482,3,2.025639602641656,0.26
2015-05-29,West,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,62.91,5,10.87863614687649,0.375
2015-07-26,West,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,-204.4458,3,2.785090229293045,-0.5199999999999999
2017-11-28,East,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,-12.9122,7,4.946871950558386,-0.024999999999999998
2017-11-28,East,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,75.5424,6,2.1742756385817765,0.075
2017-11-28,East,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,-619.596,12,2.1207367381325892,-0.3
2017-11-28,East,Office Supplies,Paper,Xerox 210,15.552,5.4432,3,70.40895061728395,0.35000000000000003
2017-11-28,East,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,7.92,6,86.41098484848484,0.3125
2017-04-03,East,Furniture,Furnishings,Staple-based wall hangings,25.472,7.6416,4,57.31783919597989,0.3
2017-12-28,Central,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2.7168,2,26.8698468786808,0.1
2017-12-28,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,-11.596,2,9.257756224255829,-0.14705882352941177
2017-11-30,South,Office Supplies,Storage,Home/Office Personal File Carts,173.8,43.45,5,10.500575373993096,0.25
2017-05-15,West,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592,2.5893,1,12.33441470667748,0.08750000000000001
2017-05-15,West,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752,-3.168,2,153.61952861952864,-0.6666666666666667
2017-05-15,West,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,5.6376,3,70.40895061728395,0.3625
2015-09-22,West,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,53.196,2,3.567937438905181,0.26
2017-11-14,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,28.1372,2,2.2701263807344016,0.08750000000000001
2015-11-27,South,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,3.0576,2,116.98717948717947,0.48999999999999994
2016-09-01,West,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,10.94,2,33.36380255941499,0.5
2014-09-22,South,Office Supplies,Labels,Avery File Folder Labels,4.608,1.6704,2,158.42013888888889,0.36250000000000004
2017-04-09,East,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,4.8118,2,74.33808553971487,0.49
2017-04-09,East,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,9.7119,3,30.442035029190993,0.27
2017-04-09,East,Office Supplies,Paper,Xerox 212,12.96,6.2208,2,56.32716049382716,0.4799999999999999
2017-04-09,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.968,4,7.620041753653444,0.48000000000000004
2017-04-09,East,Office Supplies,Labels,Avery File Folder Labels,8.64,4.2336,3,126.7361111111111,0.49
2017-04-09,East,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,0.0,3,2.1821007951216598,0.0
2014-01-16,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,28.5984,6,17.229984894259818,0.225
2014-01-16,East,Technology,Phones,AT&T 841000 Phone,124.2,-31.05,3,8.816425120772946,-0.25
2014-01-16,East,Office Supplies,Binders,GBC Linen Binding Covers,18.588,-13.6312,2,39.27264902087368,-0.7333333333333333
2014-01-16,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,10.1493,3,36.412609736632085,0.3375
2017-10-05,East,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,3.2186,7,15.876468029578076,0.019999999999999997
2017-10-05,East,Office Supplies,Binders,Tuf-Vin Binders,75.792,25.5798,3,14.447435085497151,0.33749999999999997
2017-07-09,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,-0.792,2,675.9259259259259,-0.7333333333333333
2017-01-07,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,679.996,2,0.23856349481794337,0.2222222222222222
2016-05-30,South,Office Supplies,Binders,Angle-D Ring Binders,3.282,-2.6256,2,222.42535039609993,-0.7999999999999999
2015-12-09,Central,Office Supplies,Paper,Xerox 188,34.02,16.6698,3,32.18694885361552,0.48999999999999994
2016-10-03,East,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,93.2232,6,3.6543120882641515,0.15555555555555556
2014-11-11,West,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,0.8056,1,107.6061320754717,0.2375
2014-11-11,West,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,55.9984,2,1.303608674533558,0.09999999999999999
2014-11-11,West,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,75.49,5,3.0219234335673604,0.125
2017-09-29,Central,Office Supplies,Labels,Avery 499,7.968,2.5896,2,91.61646586345383,0.325
2017-09-29,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,9.4392,4,52.2025171624714,0.33749999999999997
2017-09-29,Central,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,44.868,3,3.2539894802531872,0.13333333333333333
2015-03-10,Central,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,-1.8904,2,656.4748201438848,-1.7
2017-05-21,East,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,72.807,5,3.5092779540428807,0.14
